"COUNTRY","Country","Year","INDICATOR","Indicator","Unit.Code","Unit","PowerCode","Reference.Period","Value"
"BEL","Belgium",2016,"INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","PC","Percentage","Units",NA,1.34
"BEL","Belgium",2017,"INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","PC","Percentage","Units",NA,1.4
"BEL","Belgium",2018,"INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","PC","Percentage","Units",NA,1.35
"BEL","Belgium",2019,"INTEREST_RATE_LARGEFIRMS","Interest rate, large firms","PC","Percentage","Units",NA,1.31
"BEL","Belgium",2007,"INTEREST_RATE_SPREAD","Interest rate spread (% points)","PC","Percentage","Units",NA,0.73
"BEL","Belgium",2008,"INTEREST_RATE_SPREAD","Interest rate spread (% points)","PC","Percentage","Units",NA,0.65
"BEL","Belgium",2009,"INTEREST_RATE_SPREAD","Interest rate spread (% points)","PC","Percentage","Units",NA,0.92
"BEL","Belgium",2010,"INTEREST_RATE_SPREAD","Interest rate spread (% points)","PC","Percentage","Units",NA,0.81
"BEL","Belgium",2011,"INTEREST_RATE_SPREAD","Interest rate spread (% points)","PC","Percentage","Units",NA,0.66
"BEL","Belgium",2012,"INTEREST_RATE_SPREAD","Interest rate spread (% points)","PC","Percentage","Units",NA,0.58
"BEL","Belgium",2013,"INTEREST_RATE_SPREAD","Interest rate spread (% points)","PC","Percentage","Units",NA,0.3
"BEL","Belgium",2014,"INTEREST_RATE_SPREAD","Interest rate spread (% points)","PC","Percentage","Units",NA,0.32
"BEL","Belgium",2015,"INTEREST_RATE_SPREAD","Interest rate spread (% points)","PC","Percentage","Units",NA,0.23
"BEL","Belgium",2016,"INTEREST_RATE_SPREAD","Interest rate spread (% points)","PC","Percentage","Units",NA,0.38
"BEL","Belgium",2017,"INTEREST_RATE_SPREAD","Interest rate spread (% points)","PC","Percentage","Units",NA,0.26
"BEL","Belgium",2018,"INTEREST_RATE_SPREAD","Interest rate spread (% points)","PC","Percentage","Units",NA,0.25
"BEL","Belgium",2019,"INTEREST_RATE_SPREAD","Interest rate spread (% points)","PC","Percentage","Units",NA,0.26
"BEL","Belgium",2010,"COLLATERAL","Collateral, SMEs (% of SMEs needing collateral to obtain bank lending)","PC","Percentage","Units",NA,74.3
"BEL","Belgium",2011,"COLLATERAL","Collateral, SMEs (% of SMEs needing collateral to obtain bank lending)","PC","Percentage","Units",NA,71.9
"BEL","Belgium",2012,"COLLATERAL","Collateral, SMEs (% of SMEs needing collateral to obtain bank lending)","PC","Percentage","Units",NA,78.6
"BEL","Belgium",2007,"UTILISATION","Utilisation rate (SME loans used/ authorised)","PC","Percentage","Units",NA,77.8
"BEL","Belgium",2008,"UTILISATION","Utilisation rate (SME loans used/ authorised)","PC","Percentage","Units",NA,79.05
"BEL","Belgium",2009,"UTILISATION","Utilisation rate (SME loans used/ authorised)","PC","Percentage","Units",NA,80.69
"BEL","Belgium",2010,"UTILISATION","Utilisation rate (SME loans used/ authorised)","PC","Percentage","Units",NA,80.07
"BEL","Belgium",2011,"UTILISATION","Utilisation rate (SME loans used/ authorised)","PC","Percentage","Units",NA,80.16
"BEL","Belgium",2012,"UTILISATION","Utilisation rate (SME loans used/ authorised)","PC","Percentage","Units",NA,77.45
"BEL","Belgium",2013,"UTILISATION","Utilisation rate (SME loans used/ authorised)","PC","Percentage","Units",NA,77.79
"BEL","Belgium",2014,"UTILISATION","Utilisation rate (SME loans used/ authorised)","PC","Percentage","Units",NA,79.76
"BEL","Belgium",2015,"UTILISATION","Utilisation rate (SME loans used/ authorised)","PC","Percentage","Units",NA,79.62
"BEL","Belgium",2016,"UTILISATION","Utilisation rate (SME loans used/ authorised)","PC","Percentage","Units",NA,80.01
"BEL","Belgium",2017,"UTILISATION","Utilisation rate (SME loans used/ authorised)","PC","Percentage","Units",NA,79.86
"BEL","Belgium",2018,"UTILISATION","Utilisation rate (SME loans used/ authorised)","PC","Percentage","Units",NA,80.39
"BEL","Belgium",2019,"UTILISATION","Utilisation rate (SME loans used/ authorised)","PC","Percentage","Units",NA,80.89
"BEL","Belgium",2007,"VC","Growth capital and venture capital","EUR","Euro","Millions",NA,502.26
"BEL","Belgium",2008,"VC","Growth capital and venture capital","EUR","Euro","Millions",NA,507.83
"BEL","Belgium",2009,"VC","Growth capital and venture capital","EUR","Euro","Millions",NA,618.05
"BEL","Belgium",2010,"VC","Growth capital and venture capital","EUR","Euro","Millions",NA,363.6
"BEL","Belgium",2011,"VC","Growth capital and venture capital","EUR","Euro","Millions",NA,411.11
"BEL","Belgium",2012,"VC","Growth capital and venture capital","EUR","Euro","Millions",NA,445.36
"BEL","Belgium",2013,"VC","Growth capital and venture capital","EUR","Euro","Millions",NA,438.09
"BEL","Belgium",2014,"VC","Growth capital and venture capital","EUR","Euro","Millions",NA,580.86
"BEL","Belgium",2015,"VC","Growth capital and venture capital","EUR","Euro","Millions",NA,548.18
"BEL","Belgium",2016,"VC","Growth capital and venture capital","EUR","Euro","Millions",NA,843.14
"BEL","Belgium",2017,"VC","Growth capital and venture capital","EUR","Euro","Millions",NA,767.18
"BEL","Belgium",2018,"VC","Growth capital and venture capital","EUR","Euro","Millions",NA,837.5
"BEL","Belgium",2019,"VC","Growth capital and venture capital","EUR","Euro","Millions",NA,1175.17
"BEL","Belgium",2008,"VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","PC","Percentage","Units",NA,1.11
"BEL","Belgium",2009,"VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","PC","Percentage","Units",NA,21.7
"BEL","Belgium",2010,"VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","PC","Percentage","Units",NA,-41.17
"BEL","Belgium",2011,"VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","PC","Percentage","Units",NA,13.07
"BEL","Belgium",2012,"VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","PC","Percentage","Units",NA,8.33
"BEL","Belgium",2013,"VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","PC","Percentage","Units",NA,-1.63
"BEL","Belgium",2014,"VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","PC","Percentage","Units",NA,32.59
"BEL","Belgium",2015,"VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","PC","Percentage","Units",NA,-5.63
"BEL","Belgium",2016,"VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","PC","Percentage","Units",NA,53.81
"BEL","Belgium",2017,"VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","PC","Percentage","Units",NA,-9.01
"BEL","Belgium",2018,"VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","PC","Percentage","Units",NA,9.17
"BEL","Belgium",2019,"VC_GROWTH","Growth capital and venture capital (%, Year-on-year growth rate)","PC","Percentage","Units",NA,40.32
"BEL","Belgium",2009,"PAYMENT_DELAYS","Payment delays, B2B","DAY","Days","Units",NA,17
"BEL","Belgium",2010,"PAYMENT_DELAYS","Payment delays, B2B","DAY","Days","Units",NA,17
"BEL","Belgium",2011,"PAYMENT_DELAYS","Payment delays, B2B","DAY","Days","Units",NA,15
"BEL","Belgium",2012,"PAYMENT_DELAYS","Payment delays, B2B","DAY","Days","Units",NA,19
"BEL","Belgium",2013,"PAYMENT_DELAYS","Payment delays, B2B","DAY","Days","Units",NA,18
"BEL","Belgium",2014,"PAYMENT_DELAYS","Payment delays, B2B","DAY","Days","Units",NA,19
"BEL","Belgium",2015,"PAYMENT_DELAYS","Payment delays, B2B","DAY","Days","Units",NA,13
"BEL","Belgium",2016,"PAYMENT_DELAYS","Payment delays, B2B","DAY","Days","Units",NA,10
"BEL","Belgium",2017,"PAYMENT_DELAYS","Payment delays, B2B","DAY","Days","Units",NA,8
"BEL","Belgium",2018,"PAYMENT_DELAYS","Payment delays, B2B","DAY","Days","Units",NA,9
"BEL","Belgium",2019,"PAYMENT_DELAYS","Payment delays, B2B","DAY","Days","Units",NA,7
"BEL","Belgium",2007,"SME_BANKRUPTCIES","Bankruptcies, SMEs","NBR","Number","Units",NA,7652
"BEL","Belgium",2008,"SME_BANKRUPTCIES","Bankruptcies, SMEs","NBR","Number","Units",NA,8443
"BEL","Belgium",2009,"SME_BANKRUPTCIES","Bankruptcies, SMEs","NBR","Number","Units",NA,9391
"BEL","Belgium",2010,"SME_BANKRUPTCIES","Bankruptcies, SMEs","NBR","Number","Units",NA,9531
"BEL","Belgium",2011,"SME_BANKRUPTCIES","Bankruptcies, SMEs","NBR","Number","Units",NA,10187
"BEL","Belgium",2012,"SME_BANKRUPTCIES","Bankruptcies, SMEs","NBR","Number","Units",NA,10526
"BEL","Belgium",2013,"SME_BANKRUPTCIES","Bankruptcies, SMEs","NBR","Number","Units",NA,11680
"BEL","Belgium",2014,"SME_BANKRUPTCIES","Bankruptcies, SMEs","NBR","Number","Units",NA,10675
"BEL","Belgium",2015,"SME_BANKRUPTCIES","Bankruptcies, SMEs","NBR","Number","Units",NA,9728
"BEL","Belgium",2016,"SME_BANKRUPTCIES","Bankruptcies, SMEs","NBR","Number","Units",NA,9134
"BEL","Belgium",2017,"SME_BANKRUPTCIES","Bankruptcies, SMEs","NBR","Number","Units",NA,9935
"BEL","Belgium",2018,"SME_BANKRUPTCIES","Bankruptcies, SMEs","NBR","Number","Units",NA,9860
"BEL","Belgium",2019,"SME_BANKRUPTCIES","Bankruptcies, SMEs","NBR","Number","Units",NA,10567
"BEL","Belgium",2008,"SME_BANKRUPTCIES_GROWTH","Bankruptcies, SMEs (%, Year-on-year growth rate)","PC","Percentage","Units",NA,10.34
"BEL","Belgium",2009,"SME_BANKRUPTCIES_GROWTH","Bankruptcies, SMEs (%, Year-on-year growth rate)","PC","Percentage","Units",NA,11.23
"BEL","Belgium",2010,"SME_BANKRUPTCIES_GROWTH","Bankruptcies, SMEs (%, Year-on-year growth rate)","PC","Percentage","Units",NA,1.49
"BEL","Belgium",2011,"SME_BANKRUPTCIES_GROWTH","Bankruptcies, SMEs (%, Year-on-year growth rate)","PC","Percentage","Units",NA,6.88
"BEL","Belgium",2012,"SME_BANKRUPTCIES_GROWTH","Bankruptcies, SMEs (%, Year-on-year growth rate)","PC","Percentage","Units",NA,3.33
"BEL","Belgium",2013,"SME_BANKRUPTCIES_GROWTH","Bankruptcies, SMEs (%, Year-on-year growth rate)","PC","Percentage","Units",NA,10.96
"BEL","Belgium",2014,"SME_BANKRUPTCIES_GROWTH","Bankruptcies, SMEs (%, Year-on-year growth rate)","PC","Percentage","Units",NA,-8.6
"BEL","Belgium",2015,"SME_BANKRUPTCIES_GROWTH","Bankruptcies, SMEs (%, Year-on-year growth rate)","PC","Percentage","Units",NA,-8.87
"BEL","Belgium",2016,"SME_BANKRUPTCIES_GROWTH","Bankruptcies, SMEs (%, Year-on-year growth rate)","PC","Percentage","Units",NA,-6.11
"BEL","Belgium",2017,"SME_BANKRUPTCIES_GROWTH","Bankruptcies, SMEs (%, Year-on-year growth rate)","PC","Percentage","Units",NA,8.77
"BEL","Belgium",2018,"SME_BANKRUPTCIES_GROWTH","Bankruptcies, SMEs (%, Year-on-year growth rate)","PC","Percentage","Units",NA,-0.75
"BEL","Belgium",2019,"SME_BANKRUPTCIES_GROWTH","Bankruptcies, SMEs (%, Year-on-year growth rate)","PC","Percentage","Units",NA,7.17
"BEL","Belgium",2007,"ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","PC","Percentage","Units",NA,45.14
"BEL","Belgium",2008,"ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","PC","Percentage","Units",NA,45.31
"BEL","Belgium",2009,"ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","PC","Percentage","Units",NA,38.37
"BEL","Belgium",2010,"ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","PC","Percentage","Units",NA,37.71
"BEL","Belgium",2011,"ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","PC","Percentage","Units",NA,36.46
"BEL","Belgium",2012,"ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","PC","Percentage","Units",NA,31.45
"BEL","Belgium",2013,"ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","PC","Percentage","Units",NA,30.9
"BEL","Belgium",2014,"ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","PC","Percentage","Units",NA,31.13
"BEL","Belgium",2015,"ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","PC","Percentage","Units",NA,29.58
"BEL","Belgium",2016,"ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","PC","Percentage","Units",NA,29.62
"BEL","Belgium",2017,"ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","PC","Percentage","Units",NA,29.05
"BEL","Belgium",2018,"ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","PC","Percentage","Units",NA,29.6
"BEL","Belgium",2019,"ST_LENDING_PROPORTION","Share of short-term SME lending (% of total SME lending)","PC","Percentage","Units",NA,28.93
"CAN","Canada",2007,"SME_LENDING_STOCK","Outstanding business loans, SMEs ","CAD","Canadian Dollar","Millions",NA,83422
"CAN","Canada",2008,"SME_LENDING_STOCK","Outstanding business loans, SMEs ","CAD","Canadian Dollar","Millions",NA,83363
"CAN","Canada",2009,"SME_LENDING_STOCK","Outstanding business loans, SMEs ","CAD","Canadian Dollar","Millions",NA,86428
"CAN","Canada",2010,"SME_LENDING_STOCK","Outstanding business loans, SMEs ","CAD","Canadian Dollar","Millions",NA,85676
"CAN","Canada",2011,"SME_LENDING_STOCK","Outstanding business loans, SMEs ","CAD","Canadian Dollar","Millions",NA,90137
"CAN","Canada",2012,"SME_LENDING_STOCK","Outstanding business loans, SMEs ","CAD","Canadian Dollar","Millions",NA,87787
"CAN","Canada",2013,"SME_LENDING_STOCK","Outstanding business loans, SMEs ","CAD","Canadian Dollar","Millions",NA,92173
"CAN","Canada",2014,"SME_LENDING_STOCK","Outstanding business loans, SMEs ","CAD","Canadian Dollar","Millions",NA,93533
"CAN","Canada",2015,"SME_LENDING_STOCK","Outstanding business loans, SMEs ","CAD","Canadian Dollar","Millions",NA,97429
"CAN","Canada",2016,"SME_LENDING_STOCK","Outstanding business loans, SMEs ","CAD","Canadian Dollar","Millions",NA,99649
"CAN","Canada",2017,"SME_LENDING_STOCK","Outstanding business loans, SMEs ","CAD","Canadian Dollar","Millions",NA,104143
"CAN","Canada",2018,"SME_LENDING_STOCK","Outstanding business loans, SMEs ","CAD","Canadian Dollar","Millions",NA,105663
"CAN","Canada",2019,"SME_LENDING_STOCK","Outstanding business loans, SMEs ","CAD","Canadian Dollar","Millions",NA,108591
"CAN","Canada",2007,"CORPORATE_LENDING_STOCK","Outstanding business loans, total ","CAD","Canadian Dollar","Millions",NA,479793
"CAN","Canada",2008,"CORPORATE_LENDING_STOCK","Outstanding business loans, total ","CAD","Canadian Dollar","Millions",NA,533951
"CAN","Canada",2009,"CORPORATE_LENDING_STOCK","Outstanding business loans, total ","CAD","Canadian Dollar","Millions",NA,482290
"CAN","Canada",2010,"CORPORATE_LENDING_STOCK","Outstanding business loans, total ","CAD","Canadian Dollar","Millions",NA,489480
"CAN","Canada",2011,"CORPORATE_LENDING_STOCK","Outstanding business loans, total ","CAD","Canadian Dollar","Millions",NA,514482
"CAN","Canada",2012,"CORPORATE_LENDING_STOCK","Outstanding business loans, total ","CAD","Canadian Dollar","Millions",NA,557388
"CAN","Canada",2013,"CORPORATE_LENDING_STOCK","Outstanding business loans, total ","CAD","Canadian Dollar","Millions",NA,602155
"CAN","Canada",2014,"CORPORATE_LENDING_STOCK","Outstanding business loans, total ","CAD","Canadian Dollar","Millions",NA,658508
"CAN","Canada",2015,"CORPORATE_LENDING_STOCK","Outstanding business loans, total ","CAD","Canadian Dollar","Millions",NA,739067
"CAN","Canada",2016,"CORPORATE_LENDING_STOCK","Outstanding business loans, total ","CAD","Canadian Dollar","Millions",NA,774703
"CAN","Canada",2017,"CORPORATE_LENDING_STOCK","Outstanding business loans, total ","CAD","Canadian Dollar","Millions",NA,834092
"CAN","Canada",2018,"CORPORATE_LENDING_STOCK","Outstanding business loans, total ","CAD","Canadian Dollar","Millions",NA,918223
"CAN","Canada",2019,"CORPORATE_LENDING_STOCK","Outstanding business loans, total ","CAD","Canadian Dollar","Millions",NA,957660
"CAN","Canada",2007,"SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","PC","Percentage","Units",NA,17.39
"CAN","Canada",2008,"SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","PC","Percentage","Units",NA,15.61
"CAN","Canada",2009,"SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","PC","Percentage","Units",NA,17.92
"CAN","Canada",2010,"SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","PC","Percentage","Units",NA,17.5
"CAN","Canada",2011,"SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","PC","Percentage","Units",NA,17.52
"CAN","Canada",2012,"SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","PC","Percentage","Units",NA,15.75
"CAN","Canada",2013,"SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","PC","Percentage","Units",NA,15.31
"CAN","Canada",2014,"SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","PC","Percentage","Units",NA,14.2
"CAN","Canada",2015,"SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","PC","Percentage","Units",NA,13.18
"CAN","Canada",2016,"SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","PC","Percentage","Units",NA,12.86
"CAN","Canada",2017,"SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","PC","Percentage","Units",NA,12.49
"CAN","Canada",2018,"SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","PC","Percentage","Units",NA,11.51
"CAN","Canada",2019,"SME_LENDING_PROPORTION","Share of SME outstanding loans (% of total outstanding business loans)","PC","Percentage","Units",NA,11.34
"CAN","Canada",2011,"CORPORATE_LENDING_FLOW","New business lending, total","CAD","Canadian Dollar","Millions",NA,126179
"CAN","Canada",2012,"CORPORATE_LENDING_FLOW","New business lending, total","CAD","Canadian Dollar","Millions",NA,141639
"CAN","Canada",2013,"CORPORATE_LENDING_FLOW","New business lending, total","CAD","Canadian Dollar","Millions",NA,151027
"CAN","Canada",2014,"CORPORATE_LENDING_FLOW","New business lending, total","CAD","Canadian Dollar","Millions",NA,168678
"CAN","Canada",2015,"CORPORATE_LENDING_FLOW","New business lending, total","CAD","Canadian Dollar","Millions",NA,188351
"CAN","Canada",2016,"CORPORATE_LENDING_FLOW","New business lending, total","CAD","Canadian Dollar","Millions",NA,203990
"CAN","Canada",2017,"CORPORATE_LENDING_FLOW","New business lending, total","CAD","Canadian Dollar","Millions",NA,233939
"CAN","Canada",2018,"CORPORATE_LENDING_FLOW","New business lending, total","CAD","Canadian Dollar","Millions",NA,269722
"CAN","Canada",2011,"SME_LENDING_FLOW","New business lending, SMEs","CAD","Canadian Dollar","Millions",NA,20176
"CAN","Canada",2012,"SME_LENDING_FLOW","New business lending, SMEs","CAD","Canadian Dollar","Millions",NA,21670
"CAN","Canada",2013,"SME_LENDING_FLOW","New business lending, SMEs","CAD","Canadian Dollar","Millions",NA,22806
"CAN","Canada",2014,"SME_LENDING_FLOW","New business lending, SMEs","CAD","Canadian Dollar","Millions",NA,23129
"CAN","Canada",2015,"SME_LENDING_FLOW","New business lending, SMEs","CAD","Canadian Dollar","Millions",NA,23971
"CAN","Canada",2016,"SME_LENDING_FLOW","New business lending, SMEs","CAD","Canadian Dollar","Millions",NA,22761
"CAN","Canada",2017,"SME_LENDING_FLOW","New business lending, SMEs","CAD","Canadian Dollar","Millions",NA,25217
"CAN","Canada",2018,"SME_LENDING_FLOW","New business lending, SMEs","CAD","Canadian Dollar","Millions",NA,27185
"CAN","Canada",2011,"NEW_LENDING_PROPORTION","Share of new SME lending (% of total new lending)","PC","Percentage","Units",NA,15.99
"CAN","Canada",2012,"NEW_LENDING_PROPORTION","Share of new SME lending (% of total new lending)","PC","Percentage","Units",NA,15.3
"CAN","Canada",2013,"NEW_LENDING_PROPORTION","Share of new SME lending (% of total new lending)","PC","Percentage","Units",NA,15.1
"CAN","Canada",2014,"NEW_LENDING_PROPORTION","Share of new SME lending (% of total new lending)","PC","Percentage","Units",NA,13.71
"CAN","Canada",2015,"NEW_LENDING_PROPORTION","Share of new SME lending (% of total new lending)","PC","Percentage","Units",NA,12.73
"CAN","Canada",2016,"NEW_LENDING_PROPORTION","Share of new SME lending (% of total new lending)","PC","Percentage","Units",NA,11.16
"CAN","Canada",2017,"NEW_LENDING_PROPORTION","Share of new SME lending (% of total new lending)","PC","Percentage","Units",NA,10.78
"CAN","Canada",2018,"NEW_LENDING_PROPORTION","Share of new SME lending (% of total new lending)","PC","Percentage","Units",NA,10.08
"CAN","Canada",2007,"SME_LENDING_ST","Short-term loans, SMEs ","CAD","Canadian Dollar","Millions",NA,15056
"CAN","Canada",2011,"SME_LENDING_ST","Short-term loans, SMEs ","CAD","Canadian Dollar","Millions",NA,6911
"CAN","Canada",2014,"SME_LENDING_ST","Short-term loans, SMEs ","CAD","Canadian Dollar","Millions",NA,15600
"CAN","Canada",2017,"SME_LENDING_ST","Short-term loans, SMEs ","CAD","Canadian Dollar","Millions",NA,24176
"CAN","Canada",2007,"SME_LENDING_LT","Long-term loans, SMEs ","CAD","Canadian Dollar","Millions",NA,21118
"CAN","Canada",2011,"SME_LENDING_LT","Long-term loans, SMEs ","CAD","Canadian Dollar","Millions",NA,12763
"CAN","Canada",2014,"SME_LENDING_LT","Long-term loans, SMEs ","CAD","Canadian Dollar","Millions",NA,12400
"CAN","Canada",2017,"SME_LENDING_LT","Long-term loans, SMEs ","CAD","Canadian Dollar","Millions",NA,32439
"CAN","Canada",2007,"GUARANTEED_LOANS","Government guaranteed loans, SMEs",NA,NA,"Billions",NA,1.2
"CAN","Canada",2008,"GUARANTEED_LOANS","Government guaranteed loans, SMEs",NA,NA,"Billions",NA,1.3
"CAN","Canada",2009,"GUARANTEED_LOANS","Government guaranteed loans, SMEs",NA,NA,"Billions",NA,1.2
"CAN","Canada",2010,"GUARANTEED_LOANS","Government guaranteed loans, SMEs",NA,NA,"Billions",NA,1.3
"CAN","Canada",2011,"GUARANTEED_LOANS","Government guaranteed loans, SMEs",NA,NA,"Billions",NA,1.3
"CAN","Canada",2012,"GUARANTEED_LOANS","Government guaranteed loans, SMEs",NA,NA,"Billions",NA,1.1
"CAN","Canada",2013,"GUARANTEED_LOANS","Government guaranteed loans, SMEs",NA,NA,"Billions",NA,1.1
"CAN","Canada",2014,"GUARANTEED_LOANS","Government guaranteed loans, SMEs",NA,NA,"Billions",NA,1.5
"CAN","Canada",2015,"GUARANTEED_LOANS","Government guaranteed loans, SMEs",NA,NA,"Billions",NA,1.2
"CAN","Canada",2007,"DIRECT_LOANS","Direct government loans, SMEs","CAD","Canadian Dollar","Billions",NA,4.4
"CAN","Canada",2008,"DIRECT_LOANS","Direct government loans, SMEs","CAD","Canadian Dollar","Billions",NA,4.1
"CAN","Canada",2009,"DIRECT_LOANS","Direct government loans, SMEs","CAD","Canadian Dollar","Billions",NA,5.5
"CAN","Canada",2010,"DIRECT_LOANS","Direct government loans, SMEs","CAD","Canadian Dollar","Billions",NA,4.7
"CAN","Canada",2011,"DIRECT_LOANS","Direct government loans, SMEs","CAD","Canadian Dollar","Billions",NA,6
"CAN","Canada",2012,"DIRECT_LOANS","Direct government loans, SMEs","CAD","Canadian Dollar","Billions",NA,5.8
"CAN","Canada",2013,"DIRECT_LOANS","Direct government loans, SMEs","CAD","Canadian Dollar","Billions",NA,4.6
"CAN","Canada",2014,"DIRECT_LOANS","Direct government loans, SMEs","CAD","Canadian Dollar","Billions",NA,6.5
"CAN","Canada",2015,"DIRECT_LOANS","Direct government loans, SMEs","CAD","Canadian Dollar","Billions",NA,6.7
"CAN","Canada",2016,"DIRECT_LOANS","Direct government loans, SMEs","CAD","Canadian Dollar","Billions",NA,7.9
"CAN","Canada",2017,"DIRECT_LOANS","Direct government loans, SMEs","CAD","Canadian Dollar","Billions",NA,8
"CAN","Canada",2018,"DIRECT_LOANS","Direct government loans, SMEs","CAD","Canadian Dollar","Billions",NA,8.4
"CAN","Canada",2019,"DIRECT_LOANS","Direct government loans, SMEs","CAD","Canadian Dollar","Billions",NA,8.1
"CAN","Canada",2007,"NPL_CORPORATE","Non-performing loans, total (% of all business loans)","PC","Percentage","Units",NA,0.07
"CAN","Canada",2008,"NPL_CORPORATE","Non-performing loans, total (% of all business loans)","PC","Percentage","Units",NA,0.07
"CAN","Canada",2009,"NPL_CORPORATE","Non-performing loans, total (% of all business loans)","PC","Percentage","Units",NA,0.54
"CAN","Canada",2010,"NPL_CORPORATE","Non-performing loans, total (% of all business loans)","PC","Percentage","Units",NA,0.24
"CAN","Canada",2011,"NPL_CORPORATE","Non-performing loans, total (% of all business loans)","PC","Percentage","Units",NA,0.03
"CAN","Canada",2012,"NPL_CORPORATE","Non-performing loans, total (% of all business loans)","PC","Percentage","Units",NA,0.02
"CAN","Canada",2013,"NPL_CORPORATE","Non-performing loans, total (% of all business loans)","PC","Percentage","Units",NA,0.04
"CAN","Canada",2014,"NPL_CORPORATE","Non-performing loans, total (% of all business loans)","PC","Percentage","Units",NA,0.03
"CAN","Canada",2015,"NPL_CORPORATE","Non-performing loans, total (% of all business loans)","PC","Percentage","Units",NA,0.03
"CAN","Canada",2016,"NPL_CORPORATE","Non-performing loans, total (% of all business loans)","PC","Percentage","Units",NA,0.12
"CAN","Canada",2007,"NPL_SMES","Non-performing loans, SMEs (% of all SME loans)",NA,NA,"Units",NA,0.66
"CAN","Canada",2008,"NPL_SMES","Non-performing loans, SMEs (% of all SME loans)",NA,NA,"Units",NA,0.97
"CAN","Canada",2009,"NPL_SMES","Non-performing loans, SMEs (% of all SME loans)",NA,NA,"Units",NA,1.37
"CAN","Canada",2010,"NPL_SMES","Non-performing loans, SMEs (% of all SME loans)",NA,NA,"Units",NA,0.81
"CAN","Canada",2011,"NPL_SMES","Non-performing loans, SMEs (% of all SME loans)",NA,NA,"Units",NA,0.6
"CAN","Canada",2012,"NPL_SMES","Non-performing loans, SMEs (% of all SME loans)",NA,NA,"Units",NA,0.54
"CAN","Canada",2013,"NPL_SMES","Non-performing loans, SMEs (% of all SME loans)",NA,NA,"Units",NA,0.4
"CAN","Canada",2014,"NPL_SMES","Non-performing loans, SMEs (% of all SME loans)",NA,NA,"Units",NA,0.41
"CAN","Canada",2015,"NPL_SMES","Non-performing loans, SMEs (% of all SME loans)",NA,NA,"Units",NA,0.57
"CAN","Canada",2016,"NPL_SMES","Non-performing loans, SMEs (% of all SME loans)",NA,NA,"Units",NA,0.49
"CAN","Canada",2017,"NPL_SMES","Non-performing loans, SMEs (% of all SME loans)",NA,NA,"Units",NA,0.45
"CAN","Canada",2007,"INTEREST_RATE_SMES","Interest rate, SMEs","PC","Percentage","Units",NA,7.5
"CAN","Canada",2009,"INTEREST_RATE_SMES","Interest rate, SMEs","PC","Percentage","Units",NA,6.2
"CAN","Canada",2010,"INTEREST_RATE_SMES","Interest rate, SMEs","PC","Percentage","Units",NA,5.8
"CAN","Canada",2011,"INTEREST_RATE_SMES","Interest rate, SMEs","PC","Percentage","Units",NA,5.3
"CAN","Canada",2012,"INTEREST_RATE_SMES","Interest rate, SMEs","PC","Percentage","Units",NA,5.4
