"","Country","Subject","MEASURE","Frequency","TIME","Period","Unit","Value"
"447","Portugal","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q1","Q1-2020","US Dollar",36189
"448","Portugal","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q2","Q2-2020","US Dollar",30903.1
"449","Portugal","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q3","Q3-2020","US Dollar",35448.9
"450","Portugal","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q4","Q4-2020","US Dollar",35648.6
"451","Portugal","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2021-Q1","Q1-2021","US Dollar",34988.2
"452","Japan","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2018-Q3","Q3-2018","US Dollar",42298.7
"453","Japan","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2018-Q4","Q4-2018","US Dollar",42578.4
"454","Japan","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q1","Q1-2019","US Dollar",42692.2
"455","Japan","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q2","Q2-2019","US Dollar",42908.1
"456","Japan","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q3","Q3-2019","US Dollar",43462.1
"457","Japan","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q4","Q4-2019","US Dollar",42566.8
"458","Japan","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q1","Q1-2020","US Dollar",42655.4
"459","Japan","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q2","Q2-2020","US Dollar",39122.4
"460","Japan","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q3","Q3-2020","US Dollar",41657.2
"461","Japan","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q4","Q4-2020","US Dollar",43073.5
"462","Japan","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2021-Q1","Q1-2021","US Dollar",43154.8
"463","Luxembourg","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2018-Q3","Q3-2018","US Dollar",106356
"464","Luxembourg","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2018-Q4","Q4-2018","US Dollar",106223.1
"465","Luxembourg","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q1","Q1-2019","US Dollar",105538.9
"466","Luxembourg","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q2","Q2-2019","US Dollar",107185.1
"467","Luxembourg","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q3","Q3-2019","US Dollar",107352.9
"468","Luxembourg","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q4","Q4-2019","US Dollar",106954.4
"469","Luxembourg","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q1","Q1-2020","US Dollar",104737.6
"470","Luxembourg","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q2","Q2-2020","US Dollar",97193.7
"471","Luxembourg","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q3","Q3-2020","US Dollar",105733.1
"472","Luxembourg","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q4","Q4-2020","US Dollar",107331.8
"473","Luxembourg","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2021-Q1","Q1-2021","US Dollar",108457.4
"474","Mexico","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2018-Q3","Q3-2018","US Dollar",20581
"475","Mexico","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2018-Q4","Q4-2018","US Dollar",20575.4
"476","Mexico","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q1","Q1-2019","US Dollar",20643.2
"477","Mexico","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q2","Q2-2019","US Dollar",20785.7
"478","Mexico","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q3","Q3-2019","US Dollar",20847.1
"479","Mexico","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q4","Q4-2019","US Dollar",20646.5
"480","Mexico","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q1","Q1-2020","US Dollar",20438.8
"481","Mexico","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q2","Q2-2020","US Dollar",16865.5
"482","Mexico","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q3","Q3-2020","US Dollar",19082.3
"483","Mexico","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q4","Q4-2020","US Dollar",19738.9
"484","Mexico","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2021-Q1","Q1-2021","US Dollar",20146.6
"485","New Zealand","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2018-Q3","Q3-2018","US Dollar",39306.7
"486","New Zealand","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2018-Q4","Q4-2018","US Dollar",39586.1
"487","New Zealand","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q1","Q1-2019","US Dollar",39735
"488","New Zealand","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q2","Q2-2019","US Dollar",39734.9
"489","New Zealand","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q3","Q3-2019","US Dollar",39816.5
"490","New Zealand","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q4","Q4-2019","US Dollar",39727.4
"491","New Zealand","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q1","Q1-2020","US Dollar",38971.5
"492","New Zealand","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q2","Q2-2020","US Dollar",35250.9
"493","New Zealand","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q3","Q3-2020","US Dollar",40150.1
"494","New Zealand","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q4","Q4-2020","US Dollar",39492.7
"495","New Zealand","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2021-Q1","Q1-2021","US Dollar",39964.4
"496","Norway","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2018-Q3","Q3-2018","US Dollar",71321.5
"497","Norway","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2018-Q4","Q4-2018","US Dollar",70842.7
"498","Norway","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q1","Q1-2019","US Dollar",69564
"499","Norway","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q2","Q2-2019","US Dollar",68375.1
"500","Norway","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q3","Q3-2019","US Dollar",67604.6
"501","Norway","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q4","Q4-2019","US Dollar",68585.3
"502","Norway","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q1","Q1-2020","US Dollar",65901.4
"503","Norway","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q2","Q2-2020","US Dollar",59171.3
"504","Norway","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q3","Q3-2020","US Dollar",62933.5
"505","Norway","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q4","Q4-2020","US Dollar",64546.1
"506","Norway","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2021-Q1","Q1-2021","US Dollar",68349.7
"507","Mexico","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2018-Q3","Q3-2018","US Dollar",19185.9
"508","Mexico","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2018-Q4","Q4-2018","US Dollar",19068
"509","Mexico","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q1","Q1-2019","US Dollar",19039.8
"510","Mexico","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q2","Q2-2019","US Dollar",19017.1
"511","Mexico","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q3","Q3-2019","US Dollar",18986.5
"512","Mexico","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q4","Q4-2019","US Dollar",18726
"513","Mexico","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q1","Q1-2020","US Dollar",18468.5
"514","Mexico","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q2","Q2-2020","US Dollar",15318
"515","Mexico","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q3","Q3-2020","US Dollar",17188
"516","Mexico","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q4","Q4-2020","US Dollar",17700.5
"517","Mexico","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2021-Q1","Q1-2021","US Dollar",17880.4
"518","Netherlands","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2018-Q3","Q3-2018","US Dollar",58209.4
"519","Netherlands","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2018-Q4","Q4-2018","US Dollar",58562.7
"520","Netherlands","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q1","Q1-2019","US Dollar",58808.8
"521","Netherlands","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q2","Q2-2019","US Dollar",59381.6
"522","Netherlands","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q3","Q3-2019","US Dollar",59879.6
"523","Netherlands","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q4","Q4-2019","US Dollar",60692.3
"524","Netherlands","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q1","Q1-2020","US Dollar",60508.6
"525","Netherlands","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q2","Q2-2020","US Dollar",55543
"526","Netherlands","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q3","Q3-2020","US Dollar",60492.8
"527","Netherlands","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q4","Q4-2020","US Dollar",60809.8
"528","Netherlands","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2021-Q1","Q1-2021","US Dollar",60990.4
"529","Norway","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2018-Q3","Q3-2018","US Dollar",61984.2
"530","Norway","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2018-Q4","Q4-2018","US Dollar",61985.6
"531","Norway","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q1","Q1-2019","US Dollar",61824.4
"532","Norway","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q2","Q2-2019","US Dollar",61783.2
"533","Norway","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q3","Q3-2019","US Dollar",61645.8
"534","Norway","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q4","Q4-2019","US Dollar",62627.1
"535","Norway","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q1","Q1-2020","US Dollar",61616.4
"536","Norway","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q2","Q2-2020","US Dollar",58751.4
"537","Norway","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q3","Q3-2020","US Dollar",61219.4
"538","Norway","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q4","Q4-2020","US Dollar",61642.8
"539","Norway","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2021-Q1","Q1-2021","US Dollar",61179.7
"540","Poland","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2018-Q3","Q3-2018","US Dollar",31899.1
"541","Poland","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2018-Q4","Q4-2018","US Dollar",32295.2
"542","Poland","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q1","Q1-2019","US Dollar",33008.8
"543","Poland","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q2","Q2-2019","US Dollar",33570.6
"544","Poland","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q3","Q3-2019","US Dollar",34201.1
"545","Poland","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q4","Q4-2019","US Dollar",34594.6
"546","Poland","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q1","Q1-2020","US Dollar",34945
"547","Poland","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q2","Q2-2020","US Dollar",31830.5
"548","Poland","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q3","Q3-2020","US Dollar",34661.1
"549","Poland","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q4","Q4-2020","US Dollar",34754.1
"550","Poland","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2021-Q1","Q1-2021","US Dollar",35585.5
"551","Slovak Republic","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2018-Q3","Q3-2018","US Dollar",32681.9
"552","Slovak Republic","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2018-Q4","Q4-2018","US Dollar",32831.8
"553","Slovak Republic","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q1","Q1-2019","US Dollar",33079
"554","Slovak Republic","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q2","Q2-2019","US Dollar",33173.7
"555","Slovak Republic","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q3","Q3-2019","US Dollar",33293.4
"556","Slovak Republic","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q4","Q4-2019","US Dollar",33488.5
"557","Slovak Republic","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q1","Q1-2020","US Dollar",31929.4
"558","Slovak Republic","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q2","Q2-2020","US Dollar",29519.5
"559","Slovak Republic","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q3","Q3-2020","US Dollar",32418.7
"560","Slovak Republic","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q4","Q4-2020","US Dollar",32671.3
"561","Slovak Republic","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2021-Q1","Q1-2021","US Dollar",32053.9
"562","Luxembourg","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2018-Q3","Q3-2018","US Dollar",116569
"563","Luxembourg","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2018-Q4","Q4-2018","US Dollar",117630.5
"564","Luxembourg","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q1","Q1-2019","US Dollar",117845
"565","Luxembourg","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q2","Q2-2019","US Dollar",120947.8
"566","Luxembourg","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q3","Q3-2019","US Dollar",121809.6
"567","Luxembourg","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q4","Q4-2019","US Dollar",121893.5
"568","Luxembourg","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q1","Q1-2020","US Dollar",119717.1
"569","Luxembourg","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q2","Q2-2020","US Dollar",110166.9
"570","Luxembourg","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q3","Q3-2020","US Dollar",120958.2
"571","Luxembourg","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q4","Q4-2020","US Dollar",123162.5
"572","Luxembourg","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2021-Q1","Q1-2021","US Dollar",125859.4
"573","Netherlands","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2018-Q3","Q3-2018","US Dollar",53289.4
"574","Netherlands","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2018-Q4","Q4-2018","US Dollar",53441.6
"575","Netherlands","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q1","Q1-2019","US Dollar",53718.4
"576","Netherlands","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q2","Q2-2019","US Dollar",53870.7
"577","Netherlands","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q3","Q3-2019","US Dollar",53942.5
"578","Netherlands","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q4","Q4-2019","US Dollar",54093
"579","Netherlands","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q1","Q1-2020","US Dollar",53146
"580","Netherlands","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q2","Q2-2020","US Dollar",48672.2
"581","Netherlands","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q3","Q3-2020","US Dollar",52268.4
"582","Netherlands","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q4","Q4-2020","US Dollar",52190.7
"583","Netherlands","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2021-Q1","Q1-2021","US Dollar",51746.8
"584","New Zealand","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2018-Q3","Q3-2018","US Dollar",43482.6
"585","New Zealand","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2018-Q4","Q4-2018","US Dollar",43886.4
"586","New Zealand","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q1","Q1-2019","US Dollar",44083.9
"587","New Zealand","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q2","Q2-2019","US Dollar",44325.9
"588","New Zealand","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q3","Q3-2019","US Dollar",44584.5
"589","New Zealand","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q4","Q4-2019","US Dollar",44706.2
"590","New Zealand","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q1","Q1-2020","US Dollar",44136.8
"591","New Zealand","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q2","Q2-2020","US Dollar",39777.4
"592","New Zealand","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q3","Q3-2020","US Dollar",45754.3
"593","New Zealand","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q4","Q4-2020","US Dollar",45232
"594","New Zealand","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2021-Q1","Q1-2021","US Dollar",46259.2
"595","Portugal","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2018-Q3","Q3-2018","US Dollar",32565.9
"596","Portugal","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2018-Q4","Q4-2018","US Dollar",32695
"597","Portugal","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q1","Q1-2019","US Dollar",32950
"598","Portugal","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q2","Q2-2019","US Dollar",33157.7
"599","Portugal","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q3","Q3-2019","US Dollar",33317.2
"600","Portugal","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q4","Q4-2019","US Dollar",33557.6
"601","Portugal","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q1","Q1-2020","US Dollar",32212.1
"602","Portugal","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q2","Q2-2020","US Dollar",27713.3
"603","Portugal","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q3","Q3-2020","US Dollar",31416.9
"604","Portugal","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q4","Q4-2020","US Dollar",31439
"605","Portugal","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2021-Q1","Q1-2021","US Dollar",30542.7
"606","Slovak Republic","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2018-Q3","Q3-2018","US Dollar",31765.4
"607","Slovak Republic","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2018-Q4","Q4-2018","US Dollar",31936.8
"608","Slovak Republic","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q1","Q1-2019","US Dollar",32143.7
"609","Slovak Republic","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q2","Q2-2019","US Dollar",32380.1
"610","Slovak Republic","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q3","Q3-2019","US Dollar",32642.9
"611","Slovak Republic","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q4","Q4-2019","US Dollar",33081.6
"612","Slovak Republic","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q1","Q1-2020","US Dollar",31872.1
"613","Slovak Republic","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q2","Q2-2020","US Dollar",29458.3
"614","Slovak Republic","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q3","Q3-2020","US Dollar",32748.4
"615","Slovak Republic","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q4","Q4-2020","US Dollar",33213.6
"616","Slovak Republic","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2021-Q1","Q1-2021","US Dollar",32848.7
"617","Sweden","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2018-Q3","Q3-2018","US Dollar",53423.3
"618","Sweden","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2018-Q4","Q4-2018","US Dollar",54322.5
"619","Sweden","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q1","Q1-2019","US Dollar",54674.5
"620","Sweden","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q2","Q2-2019","US Dollar",55144.1
"621","Sweden","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q3","Q3-2019","US Dollar",55582.4
"622","Sweden","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q4","Q4-2019","US Dollar",55979.1
"623","Sweden","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q1","Q1-2020","US Dollar",55959.2
"624","Sweden","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q2","Q2-2020","US Dollar",51480
"625","Sweden","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q3","Q3-2020","US Dollar",55702.2
"626","Sweden","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q4","Q4-2020","US Dollar",56090.2
"627","Sweden","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2021-Q1","Q1-2021","US Dollar",57174.1
"628","United States","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2018-Q3","Q3-2018","US Dollar",59968
"629","United States","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2018-Q4","Q4-2018","US Dollar",60085
"630","United States","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q1","Q1-2019","US Dollar",60461.4
"631","United States","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q2","Q2-2019","US Dollar",60621.4
"632","United States","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q3","Q3-2019","US Dollar",60922.1
"633","United States","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q4","Q4-2019","US Dollar",61194.4
"634","United States","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q1","Q1-2020","US Dollar",60358.8
"635","United States","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q2","Q2-2020","US Dollar",54873.5
"636","United States","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q3","Q3-2020","US Dollar",58893.4
"637","United States","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q4","Q4-2020","US Dollar",59439.7
"638","United States","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2021-Q1","Q1-2021","US Dollar",60327.3
"639","Slovenia","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2018-Q3","Q3-2018","US Dollar",35843.5
"640","Slovenia","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2018-Q4","Q4-2018","US Dollar",36249.2
"641","Slovenia","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q1","Q1-2019","US Dollar",36309.9
"642","Slovenia","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q2","Q2-2019","US Dollar",36253
"643","Slovenia","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q3","Q3-2019","US Dollar",36482.6
"644","Slovenia","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q4","Q4-2019","US Dollar",36897.8
"645","Slovenia","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q1","Q1-2020","US Dollar",34807.1
"646","Slovenia","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q2","Q2-2020","US Dollar",31332.1
"647","Slovenia","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q3","Q3-2020","US Dollar",35179.5
"648","Slovenia","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q4","Q4-2020","US Dollar",34869.3
"649","Slovenia","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2021-Q1","Q1-2021","US Dollar",35401.2
"650","Sweden","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2018-Q3","Q3-2018","US Dollar",50966.3
"651","Sweden","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2018-Q4","Q4-2018","US Dollar",51507.4
"652","Sweden","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q1","Q1-2019","US Dollar",51613.2
"653","Sweden","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q2","Q2-2019","US Dollar",51673.9
"654","Sweden","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q3","Q3-2019","US Dollar",51791.4
"655","Sweden","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2019-Q4","Q4-2019","US Dollar",51721.2
"656","Sweden","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q1","Q1-2020","US Dollar",51187.5
"657","Sweden","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q2","Q2-2020","US Dollar",47127.8
"658","Sweden","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q3","Q3-2020","US Dollar",50558.2
"659","Sweden","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2020-Q4","Q4-2020","US Dollar",50488.2
"660","Sweden","Gross domestic product - expenditure approach","HVPVOBARSA","Quarterly","2021-Q1","Q1-2021","US Dollar",50885.4
"661","United States","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2018-Q3","Q3-2018","US Dollar",63401
"662","United States","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2018-Q4","Q4-2018","US Dollar",63827
"663","United States","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q1","Q1-2019","US Dollar",64391.1
"664","United States","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q2","Q2-2019","US Dollar",64976.6
"665","United States","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q3","Q3-2019","US Dollar",65525.9
"666","United States","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2019-Q4","Q4-2019","US Dollar",66064.2
"667","United States","Gross domestic product - expenditure approach","HCPCARSA","Quarterly","2020-Q1","Q1-2020","US Dollar",65430.2
